"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"21/03/2022 22:32:15","UFPR","AG - Agrárias","Mestrado Profissional","Ciências Biológicas",2004,"UNIPAR","Iniciação científica, Monitoria",,,,0,"Não",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",171,95,"15/06/1980","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",5,0,"Cachorro, Gato, Pássaro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",0,"Nenhuma",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"21/03/2022 23:32:52","UFPR","CH - Humanas","Doutorado","Ciências Humanas",1993,"UFSC","Iniciação científica, Monitoria, Aperfeiçoamento ",2011,2013,"UNIVALI",0,"Não",0,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Magistério ","Feminino",159,59,"05/09/1968","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",5,"Outro Estado","Transporte público",20,10,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin, Outras","Sim",4,"Caminhada, Pilates, Funcional",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"21/03/2022 23:42:15","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2021,"UFPR","Iniciação científica, Monitoria",,,,1,"CAPES",0,0,"Sim","SPSS","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",169,50,"04/05/1999","Trabalho ocasional","Com os pais",1,"Curitiba","Transporte público",60,5,"Não possuo","Não toco nenhum instrumento","Facebook, Google+, Instagram","Não",0,"Nenhuma",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
"21/03/2022 23:53:41","UFPR","AC - Artes, Comunicação e Design","Doutorado","Ciências Humanas",1996,"UFMG","Monitoria, Projeto de extensão",2006,2008,"UFMG",0,"Não",1,1,"Sim","Excel ou similares","Não sei ainda",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",174,62,"01/06/1971","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",4,"Outro Estado","Transporte público",110,0,"Não possuo","Outro","Google+","Sim",2,"Caminhada",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 00:02:38","UFPR","ED - Educação","Doutorado","Ciências Humanas",2004,"Universidade Federal do Acre","Não participei",2015,2017,"UFAC",5,"CAPES",1,2,"Sim","R, SPSS, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",186,100,"29/12/1978","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","Carro/moto próprio",20,0,"Cachorro","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta","Facebook, Twitter, Google+, Instagram","Sim",5,"Jiu Jitsu",21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"22/03/2022 00:04:40","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",1993,"Universidade de São Paulo - USP ","Não participei",,,,2,"Não",1,0,"Sim","Qualtrix","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,62,"18/07/1968","Trabalho com carteira assinada/Vínculo Formal","Com outros familiares",1,"Outro Estado","Carro/moto próprio",15,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram","Sim",7,"Tango",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 01:09:33","UFPR","SA - Sociais Aplicadas","Mestrado Acadêmico","Ciências Humanas",2020,"UNILA","Iniciação científica, Monitoria, Projeto de extensão",,,"UFPR",1,"Não",1,0,"Sim","Excel ou similares, STATA","Não sei ainda",8,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",166,85,"21/02/1987","Trabalho ocasional","Com amigos",3,"Outro País","Transporte público",25,5,"Não possuo","Não toco nenhum instrumento","Facebook, Linkedin","Sim",3,"Musculação, Futebol",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
"22/03/2022 07:09:34","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2017,"IFRS","Iniciação científica",,2022,,0,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",174,72,"16/05/1994","Bolsista em tempo integral","Sozinho",2,"Interior do Paraná","Carro/moto próprio",25,0,"Cachorro","Violão","Instagram","Sim",4,"Corrida",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"22/03/2022 07:23:04","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2020,"UTFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,2,"Não",2,0,"Sim","Minitab, Statistica, Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",183,79,"21/10/1995","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Outro Estado","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin, Outras","Sim",2,"Musculação, Pilates",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 07:27:59","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2001,"Unesc Lages","Iniciação científica, Monitoria",2006,2008,"UFSC",1,"Não",1,1,"Sim","Minitab","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",167,62,"19/12/1978","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Transporte público",30,5,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",4,"Musculação, Vôlei, Beach tenis",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
"22/03/2022 07:51:23","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2016,"UDESC","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",1,0,"Não","Nunca usei","Não sei ainda",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,70,"09/11/1987","Trabalho por contrato","Sozinho",2,"Outro Estado","Carro/moto próprio",180,0,"Cachorro","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
"22/03/2022 08:13:36","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2021,"UNILA","Iniciação científica, Monitoria",,,,0,"CAPES",1,0,"Sim","Excel ou similares, OriginPro","Não sei ainda",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo SIGA no período de matrícula ","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",176,62,"07/01/1997","Bolsista em tempo integral","Sozinho",5,"Interior do Paraná","A pé",10,4,"Cachorro","Não toco nenhum instrumento","Twitter, Instagram, Linkedin","Sim",5,"Caminhada, Corrida",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"22/03/2022 08:52:57","UFPR","SA - Sociais Aplicadas","Mestrado Profissional","Ciências Exatas",2018,"UFPR","Iniciação científica, Monitoria",,,,0,"Não",2,0,"Sim","R, Matlab","Certamente sim",9,"Aumento de conhecimento","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",158,59,"24/08/1991","Trabalho com carteira assinada/Vínculo Formal","Sozinho",1,"Outro Estado","Carona com amigos",40,2,"Cachorro, Gato","Piano","Facebook, Instagram, Linkedin","Sim",3,"Corrida, Natação",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",52
"22/03/2022 09:06:36","UFPR","SL - Litoral","Mestrado Acadêmico","Ciências Humanas",2014,"UEM","Não participei",,,,0,"Não",1,0,"Não","Nunca usei","Não sei ainda",6,"Aumento salarial e oportunidades mais promissoras.","Por alguma outra mídia social da UFPR","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",174,65,"11/11/1989","Trabalho com carteira assinada/Vínculo Formal","Com os pais",4,"Interior do Paraná","Bicicleta",12,0,"Não possuo","Violão","Facebook, Instagram","Sim",1,"Futebol",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"22/03/2022 09:14:20","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2011,"UFRPE","Iniciação científica, Monitoria, Projeto de extensão",2011,2013,"UFRPE",12,"CAPES",2,1,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Sim","Sim","Sim","Totalmente em escola particular","Ensino médio tradicional","Feminino",169,78,"19/05/1985","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Outro Estado","Carro/moto próprio",25,2,"Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",1,"Caminhada",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"22/03/2022 09:17:43","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2018,"UENP","Iniciação científica, PET, Monitoria",2019,2021,"UFPR",2,"CAPES",1,0,"Sim","Excel ou similares, Prism ","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,70,"27/10/1996","Bolsista em tempo integral","Sozinho",1,"Interior do Paraná","Transporte público",60,2,"Cachorro","Não toco nenhum instrumento","Instagram, Linkedin","Não",0,"Nenhuma",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",19
"22/03/2022 09:35:11","UTFPR",,"Doutorado","Ciências Humanas",2026,"UTFPR","Não participei",2008,2010,"UFPR",1,"Não",1,0,"Não","Nunca usei","Não sei ainda",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Masculino",169,71,"25/03/1982","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Interior do Paraná","Carro/moto próprio",200,0,"Não possuo","Violão, Guitarra, Teclado, Contrabaixo, Piano","Instagram, Linkedin","Sim",2,"Ciclismo, Musculação",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
"22/03/2022 09:46:52","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",1998,"UFPR","Monitoria",2001,2003,"UFPR",20,"Não",1,1,"Sim","SPSS, Stata","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",184,97,"12/06/1973","Médico privado e professor universitário concursado","Com outros familiares",2,"Interior do Paraná","Carro/moto próprio",15,0,"Não possuo","Violão","Facebook, Instagram, Linkedin","Sim",3,"Musculação",22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 09:47:07","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2020,"UNESP","Iniciação científica, Projeto de extensão",2020,2022,"UFV",1,"CNPQ",2,0,"Não","Nunca usei","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",185,78,"08/11/1997","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",2,"Outro Estado","Bicicleta",10,0,"Peixe","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",4,"Corrida, Ciclismo",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"22/03/2022 09:59:13","UEPG",,"Doutorado","Ciências Exatas",2013,"UTFPR-PG","Iniciação científica, Projeto de extensão",2018,2020,"UEPG",0,"Não",0,0,"Não","Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Divulgação da UEPG","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",165,90,"10/07/1982","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Interior do Paraná","Carro/moto próprio",60,20,"Cachorro","Violão","Linkedin, Outras","Sim",4,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 10:22:54","UFPR","ED - Educação","Mestrado Acadêmico","Ciências Humanas",2020,"UFPR","Não participei",,,,1,"Não",0,0,"Sim","Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",181,99,"05/01/1991","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro Estado","Transporte público",30,3,"Gato","Violão, Guitarra, Contrabaixo, Flauta","Facebook, Instagram, Linkedin","Não",3,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
"22/03/2022 10:24:20","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2014,"UNIVILLE","Iniciação científica, Monitoria, Projeto de extensão",2018,2020,"UFPR",16,"Não",0,1,"Sim","Excel ou similares, BioEstat","Certamente sim",6,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,63,"10/06/1990","Trabalho com carteira assinada/Vínculo Formal","Sozinho",0,"Outro Estado","Carro/moto próprio",60,0,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 10:33:41","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2017,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,2,"Não",1,0,"Não","Nunca usei","Não sei ainda",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",158,85,"27/01/1994","Trabalho ocasional","Com os pais",1,"Interior do Paraná","Transporte público",90,1,"Cachorro","Bateria","Facebook, Instagram, Linkedin","Sim",2,"Funcional",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",38
"22/03/2022 10:33:43","UFPR",,"Mestrado Profissional","Ciências Biológicas",2006,"UCPEL","Não participei",,,,5,"Não",1,0,"Sim","Minitab, Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",178,83,"08/04/1983","Autônomo","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro Estado","Carro/moto próprio",25,20,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",2,"Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 11:16:00","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2004,"FAFICA","Monitoria",2015,2018,"Universidade de Brasília",3,"Não",1,0,"Sim","SPSS","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Sim","Sim","Totalmente em escola pública","Ensino médio tradicional","Feminino",170,55,"05/01/1982","Empresária","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Táxi/Aplicativo",3,15,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin","Sim",3,"Musculação",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",16
"22/03/2022 12:22:23","UTFPR",,"Mestrado Acadêmico","Ciências Humanas",2006,"UNIGRAN","Iniciação científica",,2023,,0,"Não",2,0,"Sim","Excel ou similares, Matlab","Certamente sim",10,"Conseguir um emprego.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",156,55,"23/03/1985","Trabalho ocasional","Com amigos",2,"Interior do Paraná","Carro/moto próprio",15,1,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",5,"Musculação, Basquete",24,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
"22/03/2022 12:47:58","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Biológicas",2022,"Ufla","PET, Monitoria, Projeto de extensão",,,,0,"CAPES",2,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",167,65,"15/08/2016","Bolsista em tempo integral","Com outros familiares",1,"Outro Estado","Carro/moto próprio",10,3,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Musculação",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",19
"22/03/2022 13:15:33","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",1988,"UFV ","Monitoria, Projeto de extensão",1989,1993,"UCDavis USA ",50,"Não",2,4,"Sim","Excel ou similares","Definitivamente não",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Feminino",165,65,"25/03/1965","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Outro Estado","Bicicleta",30,0,"Cachorro","Piano","Facebook, Instagram, Linkedin","Sim",5,"Caminhada",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"22/03/2022 13:38:39","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2008,"PUC-PR","Iniciação científica",2016,2019,"UFPR",34,"Não",1,1,"Sim","Excel ou similares","Certamente sim",10,"Contribuir com a ciência na minha área de atuação.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",181,71,"09/10/1984","Profissional liberal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",20,4,"Cachorro","Violão, Guitarra","Facebook, Instagram, Linkedin","Sim",6,"Musculação, Pilates, Natação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",42
"22/03/2022 13:49:01","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2017,"UFPR","Iniciação científica, PET, Monitoria, Projeto de extensão",,,,3,"Não",1,0,"Sim","Excel ou similares, JMP, Prism","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",155,52,"23/05/1991","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",40,1,"Cachorro","Não toco nenhum instrumento","Instagram","Sim",2,"Natação, Luta",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 13:49:58","UFPR","SP - Palotina","Pós-Doutorado","Ciências Exatas",2013,"UEM","Iniciação científica",2014,2016,"uem",8,"CAPES",1,0,"Sim","SAS, SPSS, Excel ou similares","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",155,80,"18/11/1987","Bolsista em tempo integral","Sozinho",1,"Outro Estado","Carro/moto próprio",5,0,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Não",0,"Nenhuma",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
"22/03/2022 13:53:34","UFPR","ET - Exatas","Mestrado Profissional","Ciências Exatas",2018,"PUCPR","Iniciação científica",,2023,,0,"Não",2,0,"Não","Nunca usei","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,60,"03/12/1994","Trabalho com carteira assinada/Vínculo Formal","Sozinho",3,"Outro Estado","Carro/moto próprio",50,9,"Não possuo","Violão, Guitarra, Teclado, Contrabaixo, Bateria, Piano, Flauta, Outro","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",3,"Ciclismo, Musculação, Natação, Vôlei, Basquete, Surf; Skate",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"22/03/2022 14:22:12","UNIOESTE",,"Doutorado","Ciências Biológicas",2017,"UFRA","Iniciação científica, Monitoria, Projeto de extensão",2017,2019,"UNIOESTE ",10,"CAPES",2,5,"Sim","R, Excel ou similares, Genes, Sisvar, Assistat","Certamente sim",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",160,62,"01/09/1993","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",9,"Outro Estado","Bicicleta",20,1,"Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",1,"Nenhuma",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 14:28:02","UFPR","BL - Ciências Biológiccas","Mestrado Profissional","Ciências Biológicas",2016,"UFGD","Iniciação científica, PET, Monitoria, Projeto de extensão",,,,1,"Não",0,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",174,66,"09/03/1990","Trabalho ocasional","Com outros familiares",2,"Interior do Paraná","Carro/moto próprio",5,2,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",4,"Caminhada, Musculação, Pilates",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
"22/03/2022 14:45:48","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2018,"N/A","Não participei",,,,0,"Não",1,0,"Sim","Minitab, Excel ou similares, Matlab, JMP","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",152,55,"14/05/1993","Trabalho com carteira assinada/Vínculo Formal","Com amigos",2,"Outro País","Táxi/Aplicativo",15,10,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Sim",3,"Musculação, Pilates",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"22/03/2022 15:09:44","UNIOESTE",,"Mestrado Acadêmico","Ciências Humanas",2020,"FAG","Iniciação científica, Monitoria, Projeto de extensão",,2022,,8,"Não",0,0,"Não","Nunca usei","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",160,55,"16/07/1995","Trabalho ocasional","Com os pais",3,"Interior do Paraná","Carro/moto próprio",60,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"22/03/2022 15:14:50","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2018,"UEPA","Iniciação científica",2018,2020,"UFRA/MPEG",1,"Não",1,0,"Sim","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",160,52,"01/05/1995","Trabalho com carteira assinada/Vínculo Formal","Com amigos",0,"Outro Estado","Transporte público",120,0,"Gato","Violão, Outro","Linkedin","Sim",0,"Nenhuma",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
