Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utiliza para a Universidade?,"Em média, quanto tempo você demora para chegar à Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
20/03/2023 13:54:07,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2021,Unioeste,Auxiliei em uma tese de mestrado do curso de Engenharia Agrícola área da Hidrologia.,,,,0,CAPES,1,0,Sim,Excel ou similares,Não sei ainda,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,80,14/03/1994,Bolsista em tempo integral,Com os pais,4,Interior do Paraná,Bicicleta,35,0,Cachorro,Violão,"Facebook, Google+, Instagram, Linkedin",Sim,7,"Caminhada, Ciclismo",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 13:54:51,UFPR,SD - Saúde,Doutorado,Ciências Humanas,2018,"Universidad del Valle, Colombia ",Não participei,2020,2021,UFPR,1,CAPES,1,0,Sim,Excel ou similares,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,163,54,29/03/1990,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",2,Outro País,A pé,45,2,Não possuo,Não toco nenhum instrumento,Nenhuma,Sim,4,chute boxe,29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",24
20/03/2023 13:57:12,UNIOESTE,,Doutorado,Ciências Humanas,2006,UNIOESTE,Iniciação científica,2007,2009,UNIOESTE,8,CAPES,2,1,Não,Excel ou similares,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,60,04/11/1978,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,25,0,Cachorro,Não toco nenhum instrumento,"Facebook, Linkedin",Não,2,Caminhada,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
20/03/2023 14:01:28,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,1997,UEL,Monitoria,,,,2,Não,1,0,Não,Nunca usei,Certamente sim,8,"Metabolizar o conhecimento adquirido e replicá-lo entre os colegas de trabalho (CCZ) e à sociedade a qual presto serviço. Possivelmente, fazer doutorado também.",Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,176,73,10/06/1973,"Concursado no serviço público municipal (estatutário), vinculado ao CCZ",Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,"Como resido no interior do Paraná, o deslocamento até Curitiba será através de ônibus ou avião, e dentro de Curitiba, de ônibus ou através de serviço de transporte por aplicativo",20,0,Cachorro,Não toco nenhum instrumento,Facebook,Sim,5,"Futebol, Tênis",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/03/2023 14:02:56,UEM,,Mestrado Acadêmico,Ciências Biológicas,2019,UNESPAR,"Iniciação científica, Projeto de extensão",,,,9,CAPES,1,1,Sim,SPSS,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Masculino,176,80,12/04/1998,Bolsista em tempo integral,Sozinho,3,Interior do Paraná,Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,7,Dança; Jump,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 14:07:58,UNILA,,Mestrado Acadêmico,Ciências Exatas,2016,Unioeste,Projeto de extensão,,,,1,Não,1,5,Sim,"R, Minitab, Statistica",Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,73,11/11/1992,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Interior do Paraná,Carro/moto próprio,35,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,2,Crossfit,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 14:18:01,UFPR,ED - Educação,Doutorado,Ciências Humanas,2014,UNESPAR - EMBAP,Projeto de extensão,2018,2020,UFPR,6,Não,0,1,Sim,"R, Excel ou similares, Stata",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Sim,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,160,110,08/08/1992,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,Carro/moto próprio,60,4,Cachorro,"Violão, Teclado, Piano, Flauta","Facebook, Twitter, Instagram, Linkedin",Sim,3,Musculação,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
20/03/2023 14:23:41,UEPG,,Mestrado Acadêmico,Ciências Exatas,2020,UNIPÊ,Projeto de extensão,,,,3,CAPES,1,0,Sim,Excel ou similares,Certamente sim,8,Conseguir um emprego.,e-mail da coordenação da pós-graduação ,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,173,78,10/07/1996,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",3,Outro Estado,Transporte público,40,4,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
20/03/2023 14:24:37,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2005,UFPR,Não participei,,,,0,Não,2,0,Sim,"R, SPSS, Excel ou similares, Matlab",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Masculino,178,71,25/04/1973,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Curitiba,Carro/moto próprio,15,0,Gato,Não toco nenhum instrumento,Instagram,Sim,6,"Ciclismo, Musculação",24,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
20/03/2023 14:25:35,UFPR,TC - Tecnologia,Doutorado,Ciências Biológicas,2018,UFPR,Iniciação científica,2019,2021,Instituto Carlos Chagas (Fiocruz/PR),2,CAPES,2,1,Sim,"Minitab, Graphpad",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,65,28/02/1991,Bolsista em tempo integral,Com os pais,1,Curitiba,Carro/moto próprio,30,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Não,0,Nenhuma,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 14:35:10,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2015,Unibrasil,"Iniciação científica, Monitoria",2017,2020,UFPR,4,CAPES,1,1,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,69,15/03/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,20,4,Não possuo,Piano,Nenhuma,Sim,2,"Caminhada, Musculação, Pilates",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
20/03/2023 14:35:20,UNIOESTE,,Mestrado Acadêmico,Ciências Biológicas,2022,UNIOESTE,"Iniciação científica, Projeto de extensão",,,,1,CNPQ,2,0,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pela coordenação da PPG da UNIOESTE,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,163,62,17/06/2000,Bolsista em tempo integral,Com outros familiares,4,Interior do Paraná,Transporte público,30,6,Gato,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Não,0,Nenhuma,36,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 14:35:48,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2016,IFMT,Não participei,2018,2021,UFPR,4,FAPESP,1,0,Sim,Excel ou similares,Certamente sim,8,Docência,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,168,75,28/01/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,5,1,Não possuo,"Violão, Guitarra, Contrabaixo, Bateria","Facebook, Instagram, Linkedin",Sim,3,Musculação,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 14:39:43,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2019,UFPEL,Iniciação científica,2020,2022,USP,4,CAPES,1,2,Sim,SAS,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,56,29/09/1996,Bolsista em tempo integral,Sozinho,4,Outro Estado,Carro/moto próprio,15,2,Não possuo,Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,5,"Caminhada, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 14:44:24,UFPR,CH - Humanas,Doutorado,Ciências Humanas,2018,UEL,Iniciação científica,2018,2021,UEL,1,CAPES,1,0,Sim,"Excel ou similares, PAJEK",Não sei ainda,6,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,177,114,21/05/1993,Bolsista em tempo integral,Com amigos,1,Outro Estado,A pé,20,8,Não possuo,"Violão, Guitarra","Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,5,"Caminhada, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 14:44:28,UFPR,SP - Palotina,Mestrado Acadêmico,Ciências Humanas,2003,UNIOESTE,Não participei,,,UFPR,0,Não,1,0,Não,Nunca usei,Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,172,72,17/01/1979,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,40,0,Não possuo,Não toco nenhum instrumento,Facebook,Não,0,Nenhuma,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 14:46:41,UNILA,SA - Sociais Aplicadas,Mestrado Acadêmico,Ciências Humanas,2020,UDC,Não participei,,,,0,Não,0,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,168,88,25/03/1995,Servidora Pública Municipal,Sozinho,0,Interior do Paraná,Carro/moto próprio,25,0,Não possuo,Não toco nenhum instrumento,Instagram,Não,0,Nenhuma,28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
20/03/2023 14:59:00,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,UFPR,0,Não,3,0,Sim,Excel ou similares,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Disciplina Obrigatória da pós-graduação,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,163,88,12/04/1996,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,4,Curitiba,Carro/moto próprio,50,2,Gato,Teclado,"Facebook, Twitter, Instagram, Linkedin, Outras",Sim,7,"Caminhada, Corrida, Ciclismo, Musculação",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",16
20/03/2023 15:01:39,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2022,UFPR,Iniciação científica,,,,0,Não,2,0,Sim,"Excel ou similares, Matlab",Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,67,17/10/1997,Trabalho por contrato,Sozinho,1,Outro Estado,Carro/moto próprio,3,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,"Caminhada, Vôlei",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
20/03/2023 15:03:01,UEM ,,Doutorado,Ciências Humanas,2020,UEM,"Iniciação científica, PET",2020,2022,UEM,8,CAPES,0,0,Sim,"SPSS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,168,91,05/03/1998,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,30,0,"Cachorro, Pássaro","Violão, Outro","Facebook, Instagram",Sim,4,"Caminhada, Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 15:03:24,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,2020,UP,"Monitoria, Projeto de extensão",,,,0,CAPES,1,0,Sim,Excel ou similares,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,173,62,12/05/1999,Bolsista em tempo integral,Sozinho,3,Curitiba,Carro/moto próprio,20,2,Gato,Violão,"Instagram, Linkedin",Sim,5,"Musculação, Futebol",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
20/03/2023 15:05:57,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Exatas,2012,UFPR,Não participei,2015,2017,UFPR,2,Não,0,0,Sim,"R, Statistica, Excel ou similares, Statgraphics; The Unscrambler",Certamente sim,8,Desenvolvimento profissional em sentido amplo.,Pela oferta no PPG,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,75,05/02/1983,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,Carro/moto próprio,20,2,Cachorro,Violão,Twitter,Não,1,Ciclismo,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",29
20/03/2023 15:24:30,UNIOESTE,,Mestrado Acadêmico,Ciências Humanas,2021,UNIOESTE,"Monitoria, Projeto de extensão",,,,0,CAPES,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Feminino,164,79,06/05/1999,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,A pé,30,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Outras",Não,0,Nenhuma,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
20/03/2023 15:36:33,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2003,centro universitário campos de Andrade,Não participei,,,,0,Não,1,1,Não,Nunca usei,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Sim,Não,"Parte em escola pública, parte em particular",Ensino médio profissionalizante (técnico),Feminino,168,76,30/10/1972,funcionário RJU vinculo HC  ,Com outros familiares,3,Curitiba,Carro/moto próprio,15,10,Tartaruga,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Caminhada, Musculação, Vôlei",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
20/03/2023 15:39:17,UFPR,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR,"Projeto de extensão, Projeto de voluntariado acadêmico ",,2024,,0,CAPES,1,3,Sim,"R, Minitab, Excel ou similares",Certamente sim,7,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,162,58,17/08/1997,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,Carro/moto próprio,30,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,6,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 15:41:56,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2014,UTP - PR,"Monitoria, Projeto de extensão",,,,1,Não,1,1,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,164,101,11/02/1990,Empresária,Com outros familiares,1,Curitiba,Carro/moto próprio,10,0,"Gato, Pássaro",Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,5,"Caminhada, dança",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 15:49:15,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,1980,UFPR,Monitoria,2004,2006,UFPR,0,Não,2,2,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,página da Pós Graduação,Sim,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,170,85,25/02/1957,Professor universitário,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,Carro/moto próprio,20,2,Cachorro,Violão,"Facebook, Instagram, Linkedin",Não,1,Caminhada,32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",27
20/03/2023 15:50:03,UNIOESTE,,Mestrado Acadêmico,Ciências Biológicas,2024,Fag,Não participei,,,,0,CNPQ,0,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,156,56,11/12/1986,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,15,0,"Cachorro, Gato, Pássaro",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,2,Natação,29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 15:51:26,UTFPR,,Doutorado,Ciências Exatas,2004,Unioeste (Universidade Estadual do Oeste do Paraná),Não participei,2011,2013,UTFPR,2,Não,1,0,Não,Nunca usei,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Pelos professores que ministram/ministraram disciplinas da Transversal,Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,62,04/02/1977,Trabalho com carteira assinada/Vínculo Formal,Com outros familiares,1,Interior do Paraná,Carro/moto próprio,40,0,Pássaro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,4,"Musculação, Pilates, Natação",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
20/03/2023 15:53:23,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2020,FURB,"Iniciação científica, PET, Monitoria",2021,2023,UFPR,2,CAPES,2,0,Sim,"Excel ou similares, Graphpad prism",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,181,94,12/12/1997,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Bicicleta,15,2,Não possuo,Não toco nenhum instrumento,Twitter,Sim,6,"Ciclismo, Musculação",23,"A da esquerda se chama Bouba, a da direita se chama Kiki.",35
20/03/2023 16:10:29,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2005,UEM,Não participei,2009,2011,USP,4,Não,1,4,Sim,"R, Excel ou similares, PAST",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Sim,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,157,68,15/02/1981,Trabalho com docência em Universidade Federal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,A pé,15,1,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,Treino funcional,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 16:13:01,UEPG,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Exatas,2022,UEPG,"Iniciação científica, Monitoria, Empresa Júnior",,,,1,Não,1,0,Sim,"Minitab, Statistica, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,171,90,17/11/1992,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,5,0,"Cachorro, Gato, Tartaruga",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 16:20:03,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,1988,PUCCAMP,Não participei,,,,2,Não,1,0,Não,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,165,90,07/03/1967,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,Serviço fretado de van/ônibus,30,2,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Não,0,Nenhuma,20,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
20/03/2023 16:26:27,UNIOESTE,,Doutorado,Ciências Exatas,2012,Universidade Estadual do Norte do Paraná - UENP ,Iniciação científica,2016,2018,Universidade Estadual de Londrina - UEL,3,CAPES,1,1,Sim,"R, SPSS, Excel ou similares, Matlab",Certamente sim,8,Conseguir um emprego.,coordenação do curso,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,154,58,22/10/1988,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carona com amigos,10,0,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin, Outras",Sim,6,"Musculação, Muay Thai",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
20/03/2023 16:30:58,UEM,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UEM,Não participei,,,,0,CNPQ,2,0,Sim,SISVAR,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,176,113,11/05/1999,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,Carro/moto próprio,30,0,Cachorro,"Violão, Outro","Facebook, Twitter, Instagram, Linkedin",Sim,4,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 16:37:18,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2022,Unicesumar ,Não participei,,,,0,Não,1,0,Não,Nunca usei,Não sei ainda,6,Aumento salarial e oportunidades mais promissoras.,Pela coordenação do programa de pós graduação em ciências farmacêuticas da UEPG ,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,174,78,28/02/1997,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Interior do Paraná,Carro/moto próprio,20,0,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Sim,5,"Corrida, Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 16:43:35,UFPR,"AC - Artes, Comunicação e Design",Mestrado Acadêmico,Ciências Humanas,2020,UDESC,Projeto de extensão,,,,0,CAPES,0,0,Não,Nunca usei,Definitivamente não,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,170,59,20/02/1998,Bolsista em tempo integral,Sozinho,2,Curitiba,Carona com amigos,25,10,Não possuo,"Teclado, Piano","Facebook, Twitter, Instagram, Linkedin, Outras",Não,0,Nenhuma,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 16:43:43,UEM,,Mestrado Acadêmico,Ciências Exatas,2022,IFPR - Paranavaí,Iniciação científica,,,,1,CAPES,1,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,163,75,27/05/1998,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,Transporte rodoviário intermunicipal,150,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,4,Ritbox,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
