Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utiliza para a Universidade?,"Em média, quanto tempo você demora para chegar à Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
18/03/2024 14:53:06,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,2017,Universidade Positivo,"Iniciação científica, Monitoria, Projeto de extensão",,,,6,Não,0,0,Sim,SPSS,Certamente sim,7,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,73,03/11/1993,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,30,0,"Cachorro, Gato",Não toco nenhum instrumento,"Twitter, Instagram",Sim,4,"Caminhada, Musculação, Pilates",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
18/03/2024 14:55:42,UTFPR,,Mestrado Acadêmico,Ciências Biológicas,2021,UNISEP - FB,Não participei,,,,0,Não,0,0,Sim,Excel ou similares,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,154,57,30/07/1998,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,40,0,"Cachorro, Gato, Pássaro",Não toco nenhum instrumento,"Instagram, Linkedin",Sim,5,"Musculação, Tênis e Beach Tennis",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 14:56:52,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2023,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,2025,UFPR,0,CAPES,2,0,Sim,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,178,70,16/12/2000,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,Carro/moto próprio,10,2,Outro,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,3,"Ciclismo, Futebol",30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
18/03/2024 15:01:16,UNIOESTE,,Doutorado,Ciências Exatas,2026,Centro universitário Assis Gurgacz,Projeto de extensão,2021,2023,Unioeste ,4,CAPES,1,1,Sim,"R, Sisvar",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,169,58,04/06/1998,Bolsista em tempo integral,Com outros familiares,2,Interior do Paraná,Carro/moto próprio,20,1,Cachorro,Não toco nenhum instrumento,Instagram,Sim,5,"Corrida, CrossFit",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 15:01:18,UNIOESTE,,Doutorado,Ciências Exatas,2020,FAG,Não participei,2021,2023,Unioeste,4,CAPES,2,1,Sim,"R, Excel ou similares, Sisvar ",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,173,57,23/04/2000,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Carro/moto próprio,15,2,Cachorro,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,4,Musculação,29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 15:01:20,UNIOESTE,,Doutorado,Ciências Exatas,2020,FAG,"Iniciação científica, Projeto de extensão",2021,2023,Unioeste ,4,CAPES,2,1,Sim,SISVAR,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,161,75,15/01/1999,Bolsista em tempo integral,Com os pais,2,Interior do Paraná,Carro/moto próprio,15,0,Cachorro,Não toco nenhum instrumento,Instagram,Sim,5,"Corrida, Musculação",33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 15:03:32,UEM,,Doutorado,Ciências Humanas,2020,UEM,"Iniciação científica, PET, Monitoria, Projeto de extensão",2021,2023,UEM,2,Não,1,1,Sim,"R, Excel ou similares, STATA, Eviews, Python",Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Por email de divulgação as instituições parceiras,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,183,157,09/02/2000,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Táxi/Aplicativo,6,30,Não possuo,"Violão, Teclado","Instagram, Linkedin",Não,1,"Caminhada, Bocha",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
18/03/2024 15:03:41,UNILA,,Doutorado,Ciências Exatas,2000,UFSM,"Iniciação científica, PET, Monitoria, Projeto de extensão",2000,2002,UNICAMP,2,Não,1,0,Não,Nunca usei,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Por ex-alunos da Disciplina,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,90,16/03/1978,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,20,0,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Não,0,Caminhada,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 15:06:15,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria",2019,2022,UFPR,0,Não,1,1,Sim,"R, Excel ou similares, GraphPad Prism; RBio",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,157,54,23/02/1997,Trabalho com carteira assinada/Vínculo Formal,Sozinho,0,Outro Estado,Carro/moto próprio,45,0,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,5,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
18/03/2024 15:14:04,UFPR,"AC - Artes, Comunicação e Design",Doutorado,Ciências Humanas,2000,UFBA,Iniciação científica,2018,2020,Unisa,3,CAPES,0,0,Sim,"R, Excel ou similares",Certamente sim,8,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,174,134,18/12/1976,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Táxi/Aplicativo,40,4,Gato,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,4,Musculação,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
18/03/2024 15:15:43,UEM,SA - Sociais Aplicadas,Mestrado Acadêmico,Ciências Humanas,2021,UEM,Iniciação científica,,,,0,CAPES,1,0,Não,Nunca usei,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,60,07/10/2000,Bolsista em tempo integral,Com os pais,4,Interior do Paraná,Transporte público,30,4,Não possuo,Não toco nenhum instrumento,"Google+, Instagram, Outras",Sim,1,Caminhada,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
18/03/2024 15:22:57,UEM,,Mestrado Acadêmico,Ciências Humanas,2023,UNICESUMAR,Iniciação científica,,,,0,Não,0,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,73,21/01/1969,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,8,Interior do Paraná,Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,2,Caminhada,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 15:25:39,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,2015,FEPAR,Monitoria,,,,0,Não,2,0,Sim,"Excel ou similares, Jamovi",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Sim,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,169,56,02/10/1990,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Carro/moto próprio,15,0,Cachorro,Não toco nenhum instrumento,Instagram,Sim,3,"Ciclismo, Yoga",21,"A da esquerda se chama Kiki, a da direita se chama Bouba.",29
18/03/2024 15:32:36,UNILA,,Mestrado Acadêmico,Ciências Exatas,2017,UNILA,"Iniciação científica, Monitoria, Projeto de extensão",,2026,,0,Não,1,0,Não,Excel ou similares,Definitivamente não,5,Aumento salarial e oportunidades mais promissoras.,UNILA,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,171,69,19/12/1992,EMPRESÁRIA,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro País,Carro/moto próprio,20,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,"Corrida, Ciclismo, Musculação",30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",40
18/03/2024 15:37:56,IFPR,EP - Educação Profissional e Tecnológica,Mestrado Profissional,Ciências Humanas,2017,UEMG,Iniciação científica,,,,2,PIBPós/Proeppi/IFPR,1,0,Sim,"R, Excel ou similares",Certamente sim,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,70,06/11/1986,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,A pé,15,10,Gato,Teclado,"Twitter, Linkedin",Sim,4,"Caminhada, Yoga",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 15:39:14,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2004,UFCSPA,"Iniciação científica, Monitoria",2014,2016,UFPR,10,Não,2,1,Sim,"SAS, SPSS, Excel ou similares",Certamente sim,10,Satisfação e crescimento profissional e pessoal,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,171,57,08/10/1979,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,7,Outro Estado,Carro/moto próprio,30,2,"Cachorro, Gato",Violão,"Facebook, Instagram",Sim,3,"Corrida, Musculação, Pilates, Beach temis",28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",66
18/03/2024 15:44:01,UNIOESTE,,Doutorado,Ciências Humanas,2019,Centro Universitário da Fundação Assis Gurgacz,Monitoria,2022,2024,Unioeste,3,Não,1,0,Sim,SPSS,Não sei ainda,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,182,92,23/03/1995,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,5,Interior do Paraná,Carro/moto próprio,20,0,Não possuo,"Violão, Teclado","Facebook, Google+, Instagram, Linkedin",Não,0,Nenhuma,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
18/03/2024 15:45:38,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2019,Universidade Positivo,estágio voluntário ,2021,2023,UFPR,1,Não,0,1,Sim,SPSS,Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,65,21/12/1994,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Carro/moto próprio,25,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin",Sim,4,Musculação,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
18/03/2024 15:51:45,Universidade Estadual de Maringá- UEM,,Mestrado Acadêmico,Ciências Humanas,2021,Pitagoras,Não participei,,,,1,Não,0,0,Não,Nunca usei,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,170,96,15/02/1999,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Outro Estado,Carro/moto próprio,15,3,Cachorro,Não toco nenhum instrumento,Instagram,Sim,3,Jiu Jitsu,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
18/03/2024 15:56:29,UFPR,CH - Humanas,Mestrado Acadêmico,Ciências Humanas,2023,UFPR,"Monitoria, Projeto de extensão, Empresa Júnior",,,,2,CAPES,1,0,Sim,"SPSS, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,160,55,25/01/2000,Bolsista em tempo integral,Com os pais,2,Curitiba,Transporte público,40,3,"Cachorro, Pássaro",Teclado,"Linkedin, Outras",Sim,3,Caminhada,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",18
18/03/2024 15:58:20,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2023,Ufpr,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,Não,1,0,Não,Nunca usei,Certamente sim,9,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,157,67,11/06/1999,Atualmente mestranda não bolsista,Com os pais,1,Região metropolitana,Transporte público,90,2,"Cachorro, Gato",Violão,"Twitter, Instagram",Não,0,Nenhuma,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
18/03/2024 16:02:41,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2023,UFPR,Iniciação científica,,,,1,CAPES,1,0,Sim,"Matlab, Statistica",Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,160,57,16/05/1998,Bolsista em tempo integral,Com outros familiares,3,Região metropolitana,Transporte público,30,6,Não possuo,"Violão, Guitarra, Teclado, Piano","Facebook, Nenhuma",Sim,2,Karatê,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 16:07:13,Não sou aluno de pós graduação,,Técnico Administrativo em Educação,Ciências Exatas,2016,UFPR,Não participei,,,,0,Não,0,0,Sim,Excel ou similares,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,184,94,04/09/1987,Trabalho com carteira assinada/Vínculo Formal,Sozinho,1,Curitiba,Transporte público,30,10,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,3,Natação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 16:09:14,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2018,UFSM,"Monitoria, Projeto de extensão",2022,2023,UFSM,11,Não,1,0,Sim,Excel ou similares,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,158,52,29/03/1995,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,10,0,Não possuo,Não toco nenhum instrumento,Instagram,Sim,2,Musculação,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
18/03/2024 16:12:33,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2016,IFMT,Não participei,2018,2021,UFPR,4,CAPES,1,0,Sim,"R, Excel ou similares, Matlab",Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,158,52,09/09/1995,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Carro/moto próprio,10,4,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,"Caminhada, Musculação",36,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 16:14:03,Não sou aluno de pós graduação,,Professor,Ciências Biológicas,2008,UFPR,"Monitoria, Projeto de extensão",2009,2011,UFPR,20,Não,1,0,Sim,"Statistica, SPSS",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,169,62,04/02/1985,concursada,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Região metropolitana,alterno usos de carro e ônibus,40,3,Cachorro,Não toco nenhum instrumento,Instagram,Sim,3,"Corrida, Musculação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
18/03/2024 16:17:39,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",,,,0,CAPES,2,0,Sim,Excel ou similares,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,165,50,20/01/1991,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,Bicicleta,50,0,"Cachorro, Gato",Não toco nenhum instrumento,Instagram,Sim,4,"Corrida, Ciclismo, escalada",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",24
18/03/2024 16:18:45,UFPR,AG - Agrárias,Doutorado,Ciências Exatas,2019,UFSC,"Iniciação científica, Estágio não obrigatório fora da universidade ",2020,2022,UFPR,2,CAPES,1,1,Sim,"R, SAS, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Sim,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,169,75,14/12/1994,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Carro/moto próprio,8,0,Gato,Não toco nenhum instrumento,"Instagram, Linkedin",Não,2,Ciclismo,35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
18/03/2024 16:27:31,UEM,,Mestrado Acadêmico,Ciências Exatas,2023,UEM,Iniciação científica,,,,0,CAPES,1,0,Sim,Minitab,Não sei ainda,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,90,12/12/2000,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,Carro/moto próprio,15,0,Cachorro,Não toco nenhum instrumento,"Twitter, Instagram, Linkedin",Sim,5,"Musculação, Beach tênis ",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
18/03/2024 16:43:17,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2020,PUCPR,Iniciação científica,2022,2024,UFPR,1,Não,1,0,Sim,"SPSS, Excel ou similares, Past",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,175,76,13/12/1998,Trabalho ocasional,Sozinho,0,Curitiba,Carro/moto próprio,15,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,3,Musculação,28,"A da esquerda se chama Bouba, a da direita se chama Kiki.",25
18/03/2024 16:48:45,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2023,UFPR,"Iniciação científica, Monitoria",,2025,UFPR,0,Não,1,0,Sim,"Minitab, Statistica, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por ex-alunos da Disciplina,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,171,67,21/06/1999,Mestranda em tempo integral,Com outros familiares,2,Curitiba,Transporte público,20,2,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Google+, Instagram, Linkedin",Sim,5,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
18/03/2024 16:51:38,UFPR,ET - Exatas,Doutorado,Ciências Exatas,2002,PUCPR ,"Não participei, ",2007,2009,UFPR,4,CAPES,2,1,Sim,"R, Excel ou similares, Matlab",Certamente sim,6,Aumento salarial e oportunidades mais promissoras.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,169,55,21/04/1978,Bolsista em tempo integral,Com outros familiares,1,Curitiba,Carro/moto próprio,20,10,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,5,"Caminhada, Musculação, Pilates",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
18/03/2024 16:57:21,UEM,,Mestrado Acadêmico,Ciências Biológicas,2025,UEM,Iniciação científica,,,,0,Não,1,0,Não,Nunca usei,Não sei ainda,6,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,154,83,29/07/1997,Bolsista em tempo integral,Com os pais,0,Região metropolitana,A pé,30,2,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Instagram",Sim,4,Musculação,30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
18/03/2024 17:13:24,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2021,UEPG,Iniciação científica,,,,2,Não,1,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pela Coordenadora do PPGCF,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,182,54,10/07/1998,Bolsista em tempo integral,Com os pais,0,Interior do Paraná,Carro/moto próprio,20,0,"Cachorro, Gato",Piano,Outras,Não,0,Caminhada,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
18/03/2024 17:13:31,UFPR,ET - Exatas,Mestrado Acadêmico,Ciências Exatas,2007,UFPR,Não participei,,,,0,Não,1,1,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por colegas,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,71,13/04/1983,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Interior do Paraná,Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,Nenhuma,Sim,2,"Corrida, Musculação, Vôlei",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
18/03/2024 17:16:46,UEM,,Mestrado Acadêmico,Ciências Biológicas,2017,Uningá,Projeto de extensão,,,,2,Não,1,1,Sim,"Nunca usei, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Sim,Totalmente em escola pública,Ensino médio tradicional,Feminino,154,71,17/05/1994,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,30,8,Não possuo,Não toco nenhum instrumento,Instagram,Não,1,Caminhada,32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
18/03/2024 17:33:22,UEPG,SD - Saúde,Mestrado Acadêmico,Ciências Biológicas,1999,UEM,Monitoria,,,,0,Não,1,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,173,90,14/10/1974,Trabalho com carteira assinada/Vínculo Formal,Sozinho,2,Outro Estado,Carro/moto próprio,10,2,Não possuo,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,4,"Corrida, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
18/03/2024 17:49:39,UFPR,ED - Educação,Mestrado Acadêmico,Ciências Humanas,2009,UFSC,Projeto de extensão,,2024,,2,Não,0,0,Não,Nunca usei,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,160,88,07/02/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Transporte público,60,10,Cachorro,Não toco nenhum instrumento,Instagram,Não,0,Nenhuma,43,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
